ReactionID,Type,Stoichiometry,Orders,Phase,A,Ea,Reversible
I342,initiation,"{""RPHENOL"": -1, ""LIG"": -1, ""PHENOL"": 1, ""RLIGB"": 1}","{""RPHENOL"": 1, ""LIG"": 1, ""PHENOL"": 1, ""RLIGB"": 1}",gas,1*10**8.5,54418-4186,FALSE
I343,initiation,"{""RADIO"": -1, ""LIG"": -1, ""ADIO"": 1, ""RLIGB"": 1}","{""RADIO"": 1, ""LIG"": 1, ""ADIO"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
P344,propagation,"{""RC3H5O2"": -1, ""PFET3"": -1, ""C3H6O2"": 1, ""PRFET3"": 1}","{""RC3H5O2"": 1, ""PFET3"": 1, ""C3H6O2"": 1, ""PRFET3"": 1}",gas,2*10**8,71162-4186,FALSE
P345,propagation,"{""PRFET3"": 1, ""PFET3"": 1}","{""PRFET3"": 1, ""PFET3"": 1}",solid,2*10**8,54418-4186,FALSE
P346,propagation,"{""RC3H7O2"": -1, ""PFET3"": -1, ""C3H8O2"": 1, ""PRFET3"": 1}","{""RC3H7O2"": 1, ""PFET3"": 1, ""C3H8O2"": 1, ""PRFET3"": 1}",gas,2*10**8,62790-4186,FALSE
I347,initiation,"{""RADIOM2"": -1, ""PFET3"": -1, ""ADIOM2"": 1, ""PRFET3"": 1}","{""RADIOM2"": 1, ""PFET3"": 1, ""ADIOM2"": 1, ""PRFET3"": 1}",gas,2*10**8,54418-4186,FALSE
P348,propagation,"{""PRFET3M2"": -1, ""PFET3"": -1, ""PFET3M2"": 1, ""PRFET3"": 1}","{""PRFET3M2"": 1, ""PFET3"": 1, ""PFET3M2"": 1, ""PRFET3"": 1}",solid,2*10**8,54418-4186,FALSE
I349,initiation,"{""PRLIGH"": -1, ""PFET3"": -1, ""PLIGH"": 1, ""PRFET3"": 1}","{""PRLIGH"": 1, ""PFET3"": 1, ""PLIGH"": 1, ""PRFET3"": 1}",solid,2*10**8.5,41860-4186,FALSE
I350,initiation,"{""RLIGM2B"": -1, ""PFET3"": -1, ""LIGM2"": 1, ""PRFET3"": 1}","{""RLIGM2B"": 1, ""PFET3"": 1, ""LIGM2"": 1, ""PRFET3"": 1}",gas,2*10**8,54418-4186,FALSE
I351,initiation,"{""RLIGM2A"": -1, ""PFET3"": -1, ""LIGM2"": 1, ""PRFET3"": 1}","{""RLIGM2A"": 1, ""PFET3"": 1, ""LIGM2"": 1, ""PRFET3"": 1}",gas,2*10**8,54418-4186,FALSE
P352,propagation,"{""RCH3"": -1, ""PFET3"": -1, ""CH4"": 1, ""PRFET3"": 1}","{""RCH3"": 1, ""PFET3"": 1, ""CH4"": 1, ""PRFET3"": 1}",gas,2*10**8.5,48139-4186,FALSE
P353,propagation,"{""PRKETM2"": -1, ""PFET3"": -1, ""PKETM2"": 1, ""PRFET3"": 1}","{""PRKETM2"": 1, ""PFET3"": 1, ""PKETM2"": 1, ""PRFET3"": 1}",solid,2*10**8,54418-4186,FALSE
P354,propagation,"{""RKET"": -1, ""PFET3"": -1, ""KET"": 1, ""PRFET3"": 1}","{""RKET"": 1, ""PFET3"": 1, ""KET"": 1, ""PRFET3"": 1}",gas,2*10**8.5,54418-4186,FALSE
I355,initiation,"{""PRADIO"": -1, ""PFET3"": -1, ""PADIO"": 1, ""PRFET3"": 1}","{""PRADIO"": 1, ""PFET3"": 1, ""PADIO"": 1, ""PRFET3"": 1}",solid,2*10**8,46046-4186,FALSE
P356,propagation,"{""RC3H3O"": -1, ""PFET3"": -1, ""C3H4O"": 1, ""PRFET3"": 1}","{""RC3H3O"": 1, ""PFET3"": 1, ""C3H4O"": 1, ""PRFET3"": 1}",gas,2*10**8,83720-4186,FALSE
I357,initiation,"{""RLIGB"": -1, ""PFET3"": -1, ""LIG"": 1, ""PRFET3"": 1}","{""RLIGB"": 1, ""PFET3"": 1, ""LIG"": 1, ""PRFET3"": 1}",gas,2*10**8,56511-4186,FALSE
I358,initiation,"{""RLIGA"": -1, ""PFET3"": -1, ""LIG"": 1, ""PRFET3"": 1}","{""RLIGA"": 1, ""PFET3"": 1, ""LIG"": 1, ""PRFET3"": 1}",gas,2*10**8,56511-4186,FALSE
I359,initiation,"{""PRADIOM2"": -1, ""PFET3"": -1, ""PADIOM2"": 1, ""PRFET3"": 1}","{""PRADIOM2"": 1, ""PFET3"": 1, ""PADIOM2"": 1, ""PRFET3"": 1}",solid,2*10**8.5,41860-4186,FALSE
I360,initiation,"{""RMGUAI"": -1, ""PFET3"": -1, ""MGUAI"": 1, ""PRFET3"": 1}","{""RMGUAI"": 1, ""PFET3"": 1, ""MGUAI"": 1, ""PRFET3"": 1}",gas,2*10**8,54418-4186,FALSE
P361,propagation,"{""OH"": -1, ""PFET3"": -1, ""H2O"": 1, ""PRFET3"": 1}","{""OH"": 1, ""PFET3"": 1, ""H2O"": 1, ""PRFET3"": 1}",solid,2*10**9.5,14651-4186,FALSE
P362,propagation,"{""RCH3O"": -1, ""PFET3"": -1, ""CH3OH"": 1, ""PRFET3"": 1}","{""RCH3O"": 1, ""PFET3"": 1, ""CH3OH"": 1, ""PRFET3"": 1}",gas,2*10**8.5,33069-4186,FALSE
P363,propagation,"{""RPHENOL"": -1, ""PFET3"": -1, ""PHENOL"": 1, ""PRFET3"": 1}","{""RPHENOL"": 1, ""PFET3"": 1, ""PHENOL"": 1, ""PRFET3"": 1}",gas,2*10**8.5,54418-4186,FALSE
I364,initiation,"{""RADIO"": -1, ""PFET3"": -1, ""ADIO"": 1, ""PRFET3"": 1}","{""RADIO"": 1, ""PFET3"": 1, ""ADIO"": 1, ""PRFET3"": 1}",gas,2*10**8,54418-4186,FALSE
I365,initiation,"{""RC3H5O2"": -1, ""ADIO"": -1, ""C3H6O2"": 1, ""RADIO"": 1}","{""RC3H5O2"": 1, ""ADIO"": 1, ""C3H6O2"": 1, ""RADIO"": 1}",gas,1*10**8,71162-4186,FALSE
I366,initiation,"{""PRFET3"": -1, ""ADIO"": -1, ""PFET3"": 1, ""RADIO"": 1}","{""PRFET3"": 1, ""ADIO"": 1, ""PFET3"": 1, ""RADIO"": 1}",gas,1*10**8,54418-4186,FALSE
I367,initiation,"{""RC3H7O2"": -1, ""ADIO"": -1, ""C3H8O2"": 1, ""RADIO"": 1}","{""RC3H7O2"": 1, ""ADIO"": 1, ""C3H8O2"": 1, ""RADIO"": 1}",gas,1*10**8,62790-4186,FALSE
I368,initiation,"{""RADIOM2"": -1, ""ADIO"": -1, ""ADIOM2"": 1, ""RADIO"": 1}","{""RADIOM2"": 1, ""ADIO"": 1, ""ADIOM2"": 1, ""RADIO"": 1}",gas,1*10**8,54418-4186,FALSE
I369,initiation,"{""PRFET3M2"": -1, ""ADIO"": -1, ""PFET3M2"": 1, ""RADIO"": 1}","{""PRFET3M2"": 1, ""ADIO"": 1, ""PFET3M2"": 1, ""RADIO"": 1}",gas,1*10**8,54418-4186,FALSE
I370,initiation,"{""PRLIGH"": -1, ""ADIO"": -1, ""PLIGH"": 1, ""RADIO"": 1}","{""PRLIGH"": 1, ""ADIO"": 1, ""PLIGH"": 1, ""RADIO"": 1}",gas,1*10**8.5,41860-4186,FALSE
I371,initiation,"{""RLIGM2B"": -1, ""ADIO"": -1, ""LIGM2"": 1, ""RADIO"": 1}","{""RLIGM2B"": 1, ""ADIO"": 1, ""LIGM2"": 1, ""RADIO"": 1}",gas,1*10**8,54418-4186,FALSE
I372,initiation,"{""RLIGM2A"": -1, ""ADIO"": -1, ""LIGM2"": 1, ""RADIO"": 1}","{""RLIGM2A"": 1, ""ADIO"": 1, ""LIGM2"": 1, ""RADIO"": 1}",gas,1*10**8,54418-4186,FALSE
I373,initiation,"{""RCH3"": -1, ""ADIO"": -1, ""CH4"": 1, ""RADIO"": 1}","{""RCH3"": 1, ""ADIO"": 1, ""CH4"": 1, ""RADIO"": 1}",gas,1*10**8.5,48139-4186,FALSE
I374,initiation,"{""PRKETM2"": -1, ""ADIO"": -1, ""PKETM2"": 1, ""RADIO"": 1}","{""PRKETM2"": 1, ""ADIO"": 1, ""PKETM2"": 1, ""RADIO"": 1}",gas,1*10**8,54418-4186,FALSE
I375,initiation,"{""RKET"": -1, ""ADIO"": -1, ""KET"": 1, ""RADIO"": 1}","{""RKET"": 1, ""ADIO"": 1, ""KET"": 1, ""RADIO"": 1}",gas,1*10**8.5,54418-4186,FALSE
I376,initiation,"{""PRADIO"": -1, ""ADIO"": -1, ""PADIO"": 1, ""RADIO"": 1}","{""PRADIO"": 1, ""ADIO"": 1, ""PADIO"": 1, ""RADIO"": 1}",gas,1*10**8,46046-4186,FALSE
I377,initiation,"{""RC3H3O"": -1, ""ADIO"": -1, ""C3H4O"": 1, ""RADIO"": 1}","{""RC3H3O"": 1, ""ADIO"": 1, ""C3H4O"": 1, ""RADIO"": 1}",gas,1*10**8,83720-4186,FALSE
I378,initiation,"{""RLIGB"": -1, ""ADIO"": -1, ""LIG"": 1, ""RADIO"": 1}","{""RLIGB"": 1, ""ADIO"": 1, ""LIG"": 1, ""RADIO"": 1}",gas,1*10**8,56511-4186,FALSE
I379,initiation,"{""RLIGA"": -1, ""ADIO"": -1, ""LIG"": 1, ""RADIO"": 1}","{""RLIGA"": 1, ""ADIO"": 1, ""LIG"": 1, ""RADIO"": 1}",gas,1*10**8,56511-4186,FALSE
I380,initiation,"{""PRADIOM2"": -1, ""ADIO"": -1, ""PADIOM2"": 1, ""RADIO"": 1}","{""PRADIOM2"": 1, ""ADIO"": 1, ""PADIOM2"": 1, ""RADIO"": 1}",gas,1*10**8.5,41860-4186,FALSE
I381,initiation,"{""RMGUAI"": -1, ""ADIO"": -1, ""MGUAI"": 1, ""RADIO"": 1}","{""RMGUAI"": 1, ""ADIO"": 1, ""MGUAI"": 1, ""RADIO"": 1}",gas,1*10**8,54418-4186,FALSE
I382,initiation,"{""OH"": -1, ""ADIO"": -1, ""H2O"": 1, ""RADIO"": 1}","{""OH"": 1, ""ADIO"": 1, ""H2O"": 1, ""RADIO"": 1}",gas,1*10**9.5,14651-4186,FALSE
I383,initiation,"{""RCH3O"": -1, ""ADIO"": -1, ""CH3OH"": 1, ""RADIO"": 1}","{""RCH3O"": 1, ""ADIO"": 1, ""CH3OH"": 1, ""RADIO"": 1}",gas,1*10**8.5,33069-4186,FALSE
I384,initiation,"{""RPHENOL"": -1, ""ADIO"": -1, ""PHENOL"": 1, ""RADIO"": 1}","{""RPHENOL"": 1, ""ADIO"": 1, ""PHENOL"": 1, ""RADIO"": 1}",gas,1*10**8.5,54418-4186,FALSE
I385,initiation,"{""RADIO"": 1, ""ADIO"": 1}","{""RADIO"": 1, ""ADIO"": 1}",gas,1*10**8,54418-4186,FALSE
T386,termination,"{""RC3H5O2"": -1, ""KET"": -1, ""C3H6O2"": 1, ""RKET"": 1}","{""RC3H5O2"": 1, ""KET"": 1, ""C3H6O2"": 1, ""RKET"": 1}",gas,1*10**8,71162-4186,FALSE
P387,propagation,"{""PRFET3"": -1, ""KET"": -1, ""PFET3"": 1, ""RKET"": 1}","{""PRFET3"": 1, ""KET"": 1, ""PFET3"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
T388,termination,"{""RC3H7O2"": -1, ""KET"": -1, ""C3H8O2"": 1, ""RKET"": 1}","{""RC3H7O2"": 1, ""KET"": 1, ""C3H8O2"": 1, ""RKET"": 1}",gas,1*10**8,62790-4186,FALSE
I389,initiation,"{""RADIOM2"": -1, ""KET"": -1, ""ADIOM2"": 1, ""RKET"": 1}","{""RADIOM2"": 1, ""KET"": 1, ""ADIOM2"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
P390,propagation,"{""PRFET3M2"": -1, ""KET"": -1, ""PFET3M2"": 1, ""RKET"": 1}","{""PRFET3M2"": 1, ""KET"": 1, ""PFET3M2"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
I391,initiation,"{""PRLIGH"": -1, ""KET"": -1, ""PLIGH"": 1, ""RKET"": 1}","{""PRLIGH"": 1, ""KET"": 1, ""PLIGH"": 1, ""RKET"": 1}",gas,1*10**8.5,41860-4186,FALSE
I392,initiation,"{""RLIGM2B"": -1, ""KET"": -1, ""LIGM2"": 1, ""RKET"": 1}","{""RLIGM2B"": 1, ""KET"": 1, ""LIGM2"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
I393,initiation,"{""RLIGM2A"": -1, ""KET"": -1, ""LIGM2"": 1, ""RKET"": 1}","{""RLIGM2A"": 1, ""KET"": 1, ""LIGM2"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
T394,termination,"{""RCH3"": -1, ""KET"": -1, ""CH4"": 1, ""RKET"": 1}","{""RCH3"": 1, ""KET"": 1, ""CH4"": 1, ""RKET"": 1}",gas,1*10**8.5,48139-4186,FALSE
P395,propagation,"{""PRKETM2"": -1, ""KET"": -1, ""PKETM2"": 1, ""RKET"": 1}","{""PRKETM2"": 1, ""KET"": 1, ""PKETM2"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
T396,termination,"{""RKET"": 1, ""KET"": 1}","{""RKET"": 1, ""KET"": 1}",gas,1*10**8.5,54418-4186,FALSE
I397,initiation,"{""PRADIO"": -1, ""KET"": -1, ""PADIO"": 1, ""RKET"": 1}","{""PRADIO"": 1, ""KET"": 1, ""PADIO"": 1, ""RKET"": 1}",gas,1*10**8,46046-4186,FALSE
T398,termination,"{""RC3H3O"": -1, ""KET"": -1, ""C3H4O"": 1, ""RKET"": 1}","{""RC3H3O"": 1, ""KET"": 1, ""C3H4O"": 1, ""RKET"": 1}",gas,1*10**8,83720-4186,FALSE
I399,initiation,"{""RLIGB"": -1, ""KET"": -1, ""LIG"": 1, ""RKET"": 1}","{""RLIGB"": 1, ""KET"": 1, ""LIG"": 1, ""RKET"": 1}",gas,1*10**8,56511-4186,FALSE
I400,initiation,"{""RLIGA"": -1, ""KET"": -1, ""LIG"": 1, ""RKET"": 1}","{""RLIGA"": 1, ""KET"": 1, ""LIG"": 1, ""RKET"": 1}",gas,1*10**8,56511-4186,FALSE
I401,initiation,"{""PRADIOM2"": -1, ""KET"": -1, ""PADIOM2"": 1, ""RKET"": 1}","{""PRADIOM2"": 1, ""KET"": 1, ""PADIOM2"": 1, ""RKET"": 1}",gas,1*10**8.5,41860-4186,FALSE
I402,initiation,"{""RMGUAI"": -1, ""KET"": -1, ""MGUAI"": 1, ""RKET"": 1}","{""RMGUAI"": 1, ""KET"": 1, ""MGUAI"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
T403,termination,"{""OH"": -1, ""KET"": -1, ""H2O"": 1, ""RKET"": 1}","{""OH"": 1, ""KET"": 1, ""H2O"": 1, ""RKET"": 1}",gas,1*10**9.5,14651-4186,FALSE
T404,termination,"{""RCH3O"": -1, ""KET"": -1, ""CH3OH"": 1, ""RKET"": 1}","{""RCH3O"": 1, ""KET"": 1, ""CH3OH"": 1, ""RKET"": 1}",gas,1*10**8.5,33069-4186,FALSE
P405,propagation,"{""RPHENOL"": -1, ""KET"": -1, ""PHENOL"": 1, ""RKET"": 1}","{""RPHENOL"": 1, ""KET"": 1, ""PHENOL"": 1, ""RKET"": 1}",gas,1*10**8.5,54418-4186,FALSE
I406,initiation,"{""RADIO"": -1, ""KET"": -1, ""ADIO"": 1, ""RKET"": 1}","{""RADIO"": 1, ""KET"": 1, ""ADIO"": 1, ""RKET"": 1}",gas,1*10**8,54418-4186,FALSE
