ReactionID,Type,Stoichiometry,Orders,Phase,A,Ea,Reversible
P230,propagation,"{""RC3H3O"": -1, ""PFET3M2"": -1, ""C3H4O"": 1, ""PRFET3M2"": 1}","{""RC3H3O"": 1, ""PFET3M2"": 1, ""C3H4O"": 1, ""PRFET3M2"": 1}",gas,2*10**8,83720-4186,FALSE
I231,initiation,"{""RLIGB"": -1, ""PFET3M2"": -1, ""LIG"": 1, ""PRFET3M2"": 1}","{""RLIGB"": 1, ""PFET3M2"": 1, ""LIG"": 1, ""PRFET3M2"": 1}",gas,2*10**8,56511-4186,FALSE
I232,initiation,"{""RLIGA"": -1, ""PFET3M2"": -1, ""LIG"": 1, ""PRFET3M2"": 1}","{""RLIGA"": 1, ""PFET3M2"": 1, ""LIG"": 1, ""PRFET3M2"": 1}",gas,2*10**8,56511-4186,FALSE
I233,initiation,"{""PRADIOM2"": -1, ""PFET3M2"": -1, ""PADIOM2"": 1, ""PRFET3M2"": 1}","{""PRADIOM2"": 1, ""PFET3M2"": 1, ""PADIOM2"": 1, ""PRFET3M2"": 1}",solid,2*10**8.5,41860-4186,FALSE
I234,initiation,"{""RMGUAI"": -1, ""PFET3M2"": -1, ""MGUAI"": 1, ""PRFET3M2"": 1}","{""RMGUAI"": 1, ""PFET3M2"": 1, ""MGUAI"": 1, ""PRFET3M2"": 1}",gas,2*10**8,54418-4186,FALSE
P235,propagation,"{""OH"": -1, ""PFET3M2"": -1, ""H2O"": 1, ""PRFET3M2"": 1}","{""OH"": 1, ""PFET3M2"": 1, ""H2O"": 1, ""PRFET3M2"": 1}",solid,2*10**9.5,14651-4186,FALSE
P236,propagation,"{""RCH3O"": -1, ""PFET3M2"": -1, ""CH3OH"": 1, ""PRFET3M2"": 1}","{""RCH3O"": 1, ""PFET3M2"": 1, ""CH3OH"": 1, ""PRFET3M2"": 1}",gas,2*10**8.5,33069-4186,FALSE
P237,propagation,"{""RPHENOL"": -1, ""PFET3M2"": -1, ""PHENOL"": 1, ""PRFET3M2"": 1}","{""RPHENOL"": 1, ""PFET3M2"": 1, ""PHENOL"": 1, ""PRFET3M2"": 1}",gas,2*10**8.5,54418-4186,FALSE
I238,initiation,"{""RADIO"": -1, ""PFET3M2"": -1, ""ADIO"": 1, ""PRFET3M2"": 1}","{""RADIO"": 1, ""PFET3M2"": 1, ""ADIO"": 1, ""PRFET3M2"": 1}",gas,2*10**8,54418-4186,FALSE
I239,initiation,"{""RC3H5O2"": -1, ""ADIOM2"": -1, ""C3H6O2"": 1, ""RADIOM2"": 1}","{""RC3H5O2"": 1, ""ADIOM2"": 1, ""C3H6O2"": 1, ""RADIOM2"": 1}",gas,1*10**8,71162-4186,FALSE
I240,initiation,"{""PRFET3"": -1, ""ADIOM2"": -1, ""PFET3"": 1, ""RADIOM2"": 1}","{""PRFET3"": 1, ""ADIOM2"": 1, ""PFET3"": 1, ""RADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
I241,initiation,"{""RC3H7O2"": -1, ""ADIOM2"": -1, ""C3H8O2"": 1, ""RADIOM2"": 1}","{""RC3H7O2"": 1, ""ADIOM2"": 1, ""C3H8O2"": 1, ""RADIOM2"": 1}",gas,1*10**8,62790-4186,FALSE
I242,initiation,"{""RADIOM2"": 1, ""ADIOM2"": 1}","{""RADIOM2"": 1, ""ADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
I243,initiation,"{""PRFET3M2"": -1, ""ADIOM2"": -1, ""PFET3M2"": 1, ""RADIOM2"": 1}","{""PRFET3M2"": 1, ""ADIOM2"": 1, ""PFET3M2"": 1, ""RADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
I244,initiation,"{""PRLIGH"": -1, ""ADIOM2"": -1, ""PLIGH"": 1, ""RADIOM2"": 1}","{""PRLIGH"": 1, ""ADIOM2"": 1, ""PLIGH"": 1, ""RADIOM2"": 1}",gas,1*10**8.5,41860-4186,FALSE
I245,initiation,"{""RLIGM2B"": -1, ""ADIOM2"": -1, ""LIGM2"": 1, ""RADIOM2"": 1}","{""RLIGM2B"": 1, ""ADIOM2"": 1, ""LIGM2"": 1, ""RADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
I246,initiation,"{""RLIGM2A"": -1, ""ADIOM2"": -1, ""LIGM2"": 1, ""RADIOM2"": 1}","{""RLIGM2A"": 1, ""ADIOM2"": 1, ""LIGM2"": 1, ""RADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
I247,initiation,"{""RCH3"": -1, ""ADIOM2"": -1, ""CH4"": 1, ""RADIOM2"": 1}","{""RCH3"": 1, ""ADIOM2"": 1, ""CH4"": 1, ""RADIOM2"": 1}",gas,1*10**8.5,48139-4186,FALSE
I248,initiation,"{""PRKETM2"": -1, ""ADIOM2"": -1, ""PKETM2"": 1, ""RADIOM2"": 1}","{""PRKETM2"": 1, ""ADIOM2"": 1, ""PKETM2"": 1, ""RADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
I249,initiation,"{""RKET"": -1, ""ADIOM2"": -1, ""KET"": 1, ""RADIOM2"": 1}","{""RKET"": 1, ""ADIOM2"": 1, ""KET"": 1, ""RADIOM2"": 1}",gas,1*10**8.5,54418-4186,FALSE
I250,initiation,"{""PRADIO"": -1, ""ADIOM2"": -1, ""PADIO"": 1, ""RADIOM2"": 1}","{""PRADIO"": 1, ""ADIOM2"": 1, ""PADIO"": 1, ""RADIOM2"": 1}",gas,1*10**8,46046-4186,FALSE
I251,initiation,"{""RC3H3O"": -1, ""ADIOM2"": -1, ""C3H4O"": 1, ""RADIOM2"": 1}","{""RC3H3O"": 1, ""ADIOM2"": 1, ""C3H4O"": 1, ""RADIOM2"": 1}",gas,1*10**8,83720-4186,FALSE
I252,initiation,"{""RLIGB"": -1, ""ADIOM2"": -1, ""LIG"": 1, ""RADIOM2"": 1}","{""RLIGB"": 1, ""ADIOM2"": 1, ""LIG"": 1, ""RADIOM2"": 1}",gas,1*10**8,56511-4186,FALSE
I253,initiation,"{""RLIGA"": -1, ""ADIOM2"": -1, ""LIG"": 1, ""RADIOM2"": 1}","{""RLIGA"": 1, ""ADIOM2"": 1, ""LIG"": 1, ""RADIOM2"": 1}",gas,1*10**8,56511-4186,FALSE
I254,initiation,"{""PRADIOM2"": -1, ""ADIOM2"": -1, ""PADIOM2"": 1, ""RADIOM2"": 1}","{""PRADIOM2"": 1, ""ADIOM2"": 1, ""PADIOM2"": 1, ""RADIOM2"": 1}",gas,1*10**8.5,41860-4186,FALSE
I255,initiation,"{""RMGUAI"": -1, ""ADIOM2"": -1, ""MGUAI"": 1, ""RADIOM2"": 1}","{""RMGUAI"": 1, ""ADIOM2"": 1, ""MGUAI"": 1, ""RADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
I256,initiation,"{""OH"": -1, ""ADIOM2"": -1, ""H2O"": 1, ""RADIOM2"": 1}","{""OH"": 1, ""ADIOM2"": 1, ""H2O"": 1, ""RADIOM2"": 1}",gas,1*10**9.5,14651-4186,FALSE
I257,initiation,"{""RCH3O"": -1, ""ADIOM2"": -1, ""CH3OH"": 1, ""RADIOM2"": 1}","{""RCH3O"": 1, ""ADIOM2"": 1, ""CH3OH"": 1, ""RADIOM2"": 1}",gas,1*10**8.5,33069-4186,FALSE
I258,initiation,"{""RPHENOL"": -1, ""ADIOM2"": -1, ""PHENOL"": 1, ""RADIOM2"": 1}","{""RPHENOL"": 1, ""ADIOM2"": 1, ""PHENOL"": 1, ""RADIOM2"": 1}",gas,1*10**8.5,54418-4186,FALSE
I259,initiation,"{""RADIO"": -1, ""ADIOM2"": -1, ""ADIO"": 1, ""RADIOM2"": 1}","{""RADIO"": 1, ""ADIOM2"": 1, ""ADIO"": 1, ""RADIOM2"": 1}",gas,1*10**8,54418-4186,FALSE
T260,termination,"{""RC3H5O2"": -1, ""KETM2"": -1, ""C3H6O2"": 1, ""RKETM2"": 1}","{""RC3H5O2"": 1, ""KETM2"": 1, ""C3H6O2"": 1, ""RKETM2"": 1}",gas,1*10**8,71162-4186,FALSE
P261,propagation,"{""PRFET3"": -1, ""KETM2"": -1, ""PFET3"": 1, ""RKETM2"": 1}","{""PRFET3"": 1, ""KETM2"": 1, ""PFET3"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
T262,termination,"{""RC3H7O2"": -1, ""KETM2"": -1, ""C3H8O2"": 1, ""RKETM2"": 1}","{""RC3H7O2"": 1, ""KETM2"": 1, ""C3H8O2"": 1, ""RKETM2"": 1}",gas,1*10**8,62790-4186,FALSE
I263,initiation,"{""RADIOM2"": -1, ""KETM2"": -1, ""ADIOM2"": 1, ""RKETM2"": 1}","{""RADIOM2"": 1, ""KETM2"": 1, ""ADIOM2"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
P264,propagation,"{""PRFET3M2"": -1, ""KETM2"": -1, ""PFET3M2"": 1, ""RKETM2"": 1}","{""PRFET3M2"": 1, ""KETM2"": 1, ""PFET3M2"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
I265,initiation,"{""PRLIGH"": -1, ""KETM2"": -1, ""PLIGH"": 1, ""RKETM2"": 1}","{""PRLIGH"": 1, ""KETM2"": 1, ""PLIGH"": 1, ""RKETM2"": 1}",gas,1*10**8.5,41860-4186,FALSE
I266,initiation,"{""RLIGM2B"": -1, ""KETM2"": -1, ""LIGM2"": 1, ""RKETM2"": 1}","{""RLIGM2B"": 1, ""KETM2"": 1, ""LIGM2"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
I267,initiation,"{""RLIGM2A"": -1, ""KETM2"": -1, ""LIGM2"": 1, ""RKETM2"": 1}","{""RLIGM2A"": 1, ""KETM2"": 1, ""LIGM2"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
T268,termination,"{""RCH3"": -1, ""KETM2"": -1, ""CH4"": 1, ""RKETM2"": 1}","{""RCH3"": 1, ""KETM2"": 1, ""CH4"": 1, ""RKETM2"": 1}",gas,1*10**8.5,48139-4186,FALSE
P269,propagation,"{""PRKETM2"": -1, ""KETM2"": -1, ""PKETM2"": 1, ""RKETM2"": 1}","{""PRKETM2"": 1, ""KETM2"": 1, ""PKETM2"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
T270,termination,"{""RKET"": -1, ""KETM2"": -1, ""KET"": 1, ""RKETM2"": 1}","{""RKET"": 1, ""KETM2"": 1, ""KET"": 1, ""RKETM2"": 1}",gas,1*10**8.5,54418-4186,FALSE
I271,initiation,"{""PRADIO"": -1, ""KETM2"": -1, ""PADIO"": 1, ""RKETM2"": 1}","{""PRADIO"": 1, ""KETM2"": 1, ""PADIO"": 1, ""RKETM2"": 1}",gas,1*10**8,46046-4186,FALSE
T272,termination,"{""RC3H3O"": -1, ""KETM2"": -1, ""C3H4O"": 1, ""RKETM2"": 1}","{""RC3H3O"": 1, ""KETM2"": 1, ""C3H4O"": 1, ""RKETM2"": 1}",gas,1*10**8,83720-4186,FALSE
I273,initiation,"{""RLIGB"": -1, ""KETM2"": -1, ""LIG"": 1, ""RKETM2"": 1}","{""RLIGB"": 1, ""KETM2"": 1, ""LIG"": 1, ""RKETM2"": 1}",gas,1*10**8,56511-4186,FALSE
I274,initiation,"{""RLIGA"": -1, ""KETM2"": -1, ""LIG"": 1, ""RKETM2"": 1}","{""RLIGA"": 1, ""KETM2"": 1, ""LIG"": 1, ""RKETM2"": 1}",gas,1*10**8,56511-4186,FALSE
I275,initiation,"{""PRADIOM2"": -1, ""KETM2"": -1, ""PADIOM2"": 1, ""RKETM2"": 1}","{""PRADIOM2"": 1, ""KETM2"": 1, ""PADIOM2"": 1, ""RKETM2"": 1}",gas,1*10**8.5,41860-4186,FALSE
I276,initiation,"{""RMGUAI"": -1, ""KETM2"": -1, ""MGUAI"": 1, ""RKETM2"": 1}","{""RMGUAI"": 1, ""KETM2"": 1, ""MGUAI"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
T277,termination,"{""OH"": -1, ""KETM2"": -1, ""H2O"": 1, ""RKETM2"": 1}","{""OH"": 1, ""KETM2"": 1, ""H2O"": 1, ""RKETM2"": 1}",gas,1*10**9.5,14651-4186,FALSE
T278,termination,"{""RCH3O"": -1, ""KETM2"": -1, ""CH3OH"": 1, ""RKETM2"": 1}","{""RCH3O"": 1, ""KETM2"": 1, ""CH3OH"": 1, ""RKETM2"": 1}",gas,1*10**8.5,33069-4186,FALSE
P279,propagation,"{""RPHENOL"": -1, ""KETM2"": -1, ""PHENOL"": 1, ""RKETM2"": 1}","{""RPHENOL"": 1, ""KETM2"": 1, ""PHENOL"": 1, ""RKETM2"": 1}",gas,1*10**8.5,54418-4186,FALSE
I280,initiation,"{""RADIO"": -1, ""KETM2"": -1, ""ADIO"": 1, ""RKETM2"": 1}","{""RADIO"": 1, ""KETM2"": 1, ""ADIO"": 1, ""RKETM2"": 1}",gas,1*10**8,54418-4186,FALSE
U281,unknown,"{""RC3H5O2"": -1, ""C10H2"": 0, ""C3H6O2"": 1, ""CHAR"": 0}","{""RC3H5O2"": 1, ""C10H2"": 1, ""C3H6O2"": 1, ""CHAR"": 1}",gas,1*10**8,71162--20930,FALSE
P282,propagation,"{""PRFET3"": -1, ""C10H2"": 0, ""PFET3"": 1, ""CHAR"": 0}","{""PRFET3"": 1, ""C10H2"": 1, ""PFET3"": 1, ""CHAR"": 1}",solid,1*10**8,54418--20930,FALSE
U283,unknown,"{""RC3H7O2"": -1, ""C10H2"": 0, ""C3H8O2"": 1, ""CHAR"": 0}","{""RC3H7O2"": 1, ""C10H2"": 1, ""C3H8O2"": 1, ""CHAR"": 1}",gas,1*10**8,62790--20930,FALSE
I284,initiation,"{""RADIOM2"": -1, ""C10H2"": 0, ""ADIOM2"": 1, ""CHAR"": 0}","{""RADIOM2"": 1, ""C10H2"": 1, ""ADIOM2"": 1, ""CHAR"": 1}",gas,1*10**8,54418--20930,FALSE
P285,propagation,"{""PRFET3M2"": -1, ""C10H2"": 0, ""PFET3M2"": 1, ""CHAR"": 0}","{""PRFET3M2"": 1, ""C10H2"": 1, ""PFET3M2"": 1, ""CHAR"": 1}",solid,1*10**8,54418--20930,FALSE
I286,initiation,"{""PRLIGH"": -1, ""C10H2"": 0, ""PLIGH"": 1, ""CHAR"": 0}","{""PRLIGH"": 1, ""C10H2"": 1, ""PLIGH"": 1, ""CHAR"": 1}",solid,1*10**8.5,41860--20930,FALSE
I287,initiation,"{""RLIGM2B"": -1, ""C10H2"": 0, ""LIGM2"": 1, ""CHAR"": 0}","{""RLIGM2B"": 1, ""C10H2"": 1, ""LIGM2"": 1, ""CHAR"": 1}",gas,1*10**8,54418--20930,FALSE
I288,initiation,"{""RLIGM2A"": -1, ""C10H2"": 0, ""LIGM2"": 1, ""CHAR"": 0}","{""RLIGM2A"": 1, ""C10H2"": 1, ""LIGM2"": 1, ""CHAR"": 1}",gas,1*10**8,54418--20930,FALSE
U289,unknown,"{""RCH3"": -1, ""C10H2"": 0, ""CH4"": 1, ""CHAR"": 0}","{""RCH3"": 1, ""C10H2"": 1, ""CH4"": 1, ""CHAR"": 1}",gas,1*10**8.5,48139--20930,FALSE
P290,propagation,"{""PRKETM2"": -1, ""C10H2"": 0, ""PKETM2"": 1, ""CHAR"": 0}","{""PRKETM2"": 1, ""C10H2"": 1, ""PKETM2"": 1, ""CHAR"": 1}",solid,1*10**8,54418--20930,FALSE
T291,termination,"{""RKET"": -1, ""C10H2"": 0, ""KET"": 1, ""CHAR"": 0}","{""RKET"": 1, ""C10H2"": 1, ""KET"": 1, ""CHAR"": 1}",gas,1*10**8.5,54418--20930,FALSE
I292,initiation,"{""PRADIO"": -1, ""C10H2"": 0, ""PADIO"": 1, ""CHAR"": 0}","{""PRADIO"": 1, ""C10H2"": 1, ""PADIO"": 1, ""CHAR"": 1}",solid,1*10**8,46046--20930,FALSE
U293,unknown,"{""RC3H3O"": -1, ""C10H2"": 0, ""C3H4O"": 1, ""CHAR"": 0}","{""RC3H3O"": 1, ""C10H2"": 1, ""C3H4O"": 1, ""CHAR"": 1}",gas,1*10**8,83720--20930,FALSE
I294,initiation,"{""RLIGB"": -1, ""C10H2"": 0, ""LIG"": 1, ""CHAR"": 0}","{""RLIGB"": 1, ""C10H2"": 1, ""LIG"": 1, ""CHAR"": 1}",gas,1*10**8,56511--20930,FALSE
I295,initiation,"{""RLIGA"": -1, ""C10H2"": 0, ""LIG"": 1, ""CHAR"": 0}","{""RLIGA"": 1, ""C10H2"": 1, ""LIG"": 1, ""CHAR"": 1}",gas,1*10**8,56511--20930,FALSE
I296,initiation,"{""PRADIOM2"": -1, ""C10H2"": 0, ""PADIOM2"": 1, ""CHAR"": 0}","{""PRADIOM2"": 1, ""C10H2"": 1, ""PADIOM2"": 1, ""CHAR"": 1}",solid,1*10**8.5,41860--20930,FALSE
I297,initiation,"{""RMGUAI"": -1, ""C10H2"": 0, ""MGUAI"": 1, ""CHAR"": 0}","{""RMGUAI"": 1, ""C10H2"": 1, ""MGUAI"": 1, ""CHAR"": 1}",gas,1*10**8,54418--20930,FALSE
U298,unknown,"{""OH"": -1, ""C10H2"": 0, ""H2O"": 1, ""CHAR"": 0}","{""OH"": 1, ""C10H2"": 1, ""H2O"": 1, ""CHAR"": 1}",solid,1*10**9.5,14651--20930,FALSE
U299,unknown,"{""RCH3O"": -1, ""C10H2"": 0, ""CH3OH"": 1, ""CHAR"": 0}","{""RCH3O"": 1, ""C10H2"": 1, ""CH3OH"": 1, ""CHAR"": 1}",gas,1*10**8.5,33069--20930,FALSE
P300,propagation,"{""RPHENOL"": -1, ""C10H2"": 0, ""PHENOL"": 1, ""CHAR"": 0}","{""RPHENOL"": 1, ""C10H2"": 1, ""PHENOL"": 1, ""CHAR"": 1}",gas,1*10**8.5,54418--20930,FALSE
I301,initiation,"{""RADIO"": -1, ""C10H2"": 0, ""ADIO"": 1, ""CHAR"": 0}","{""RADIO"": 1, ""C10H2"": 1, ""ADIO"": 1, ""CHAR"": 1}",gas,1*10**8,54418--20930,FALSE
I302,initiation,"{""RC3H5O2"": -1, ""LIG"": -1, ""C3H6O2"": 1, ""RLIGA"": 1}","{""RC3H5O2"": 1, ""LIG"": 1, ""C3H6O2"": 1, ""RLIGA"": 1}",gas,1*10**8,71162-4186,FALSE
I303,initiation,"{""PRFET3"": -1, ""LIG"": -1, ""PFET3"": 1, ""RLIGA"": 1}","{""PRFET3"": 1, ""LIG"": 1, ""PFET3"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I304,initiation,"{""RC3H7O2"": -1, ""LIG"": -1, ""C3H8O2"": 1, ""RLIGA"": 1}","{""RC3H7O2"": 1, ""LIG"": 1, ""C3H8O2"": 1, ""RLIGA"": 1}",gas,1*10**8,62790-4186,FALSE
I305,initiation,"{""RADIOM2"": -1, ""LIG"": -1, ""ADIOM2"": 1, ""RLIGA"": 1}","{""RADIOM2"": 1, ""LIG"": 1, ""ADIOM2"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I306,initiation,"{""PRFET3M2"": -1, ""LIG"": -1, ""PFET3M2"": 1, ""RLIGA"": 1}","{""PRFET3M2"": 1, ""LIG"": 1, ""PFET3M2"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I307,initiation,"{""PRLIGH"": -1, ""LIG"": -1, ""PLIGH"": 1, ""RLIGA"": 1}","{""PRLIGH"": 1, ""LIG"": 1, ""PLIGH"": 1, ""RLIGA"": 1}",gas,1*10**8.5,41860-4186,FALSE
I308,initiation,"{""RLIGM2B"": -1, ""LIG"": -1, ""LIGM2"": 1, ""RLIGA"": 1}","{""RLIGM2B"": 1, ""LIG"": 1, ""LIGM2"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I309,initiation,"{""RLIGM2A"": -1, ""LIG"": -1, ""LIGM2"": 1, ""RLIGA"": 1}","{""RLIGM2A"": 1, ""LIG"": 1, ""LIGM2"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I310,initiation,"{""RCH3"": -1, ""LIG"": -1, ""CH4"": 1, ""RLIGA"": 1}","{""RCH3"": 1, ""LIG"": 1, ""CH4"": 1, ""RLIGA"": 1}",gas,1*10**8.5,48139-4186,FALSE
I311,initiation,"{""PRKETM2"": -1, ""LIG"": -1, ""PKETM2"": 1, ""RLIGA"": 1}","{""PRKETM2"": 1, ""LIG"": 1, ""PKETM2"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I312,initiation,"{""RKET"": -1, ""LIG"": -1, ""KET"": 1, ""RLIGA"": 1}","{""RKET"": 1, ""LIG"": 1, ""KET"": 1, ""RLIGA"": 1}",gas,1*10**8.5,54418-4186,FALSE
I313,initiation,"{""PRADIO"": -1, ""LIG"": -1, ""PADIO"": 1, ""RLIGA"": 1}","{""PRADIO"": 1, ""LIG"": 1, ""PADIO"": 1, ""RLIGA"": 1}",gas,1*10**8,46046-4186,FALSE
I314,initiation,"{""RC3H3O"": -1, ""LIG"": -1, ""C3H4O"": 1, ""RLIGA"": 1}","{""RC3H3O"": 1, ""LIG"": 1, ""C3H4O"": 1, ""RLIGA"": 1}",gas,1*10**8,83720-4186,FALSE
I315,initiation,"{""RLIGB"": -1, ""LIG"": 1, ""RLIGA"": 1}","{""RLIGB"": 1, ""LIG"": 1, ""RLIGA"": 1}",gas,1*10**8,56511-4186,FALSE
I316,initiation,"{""RLIGA"": 1, ""LIG"": 1}","{""RLIGA"": 1, ""LIG"": 1}",gas,1*10**8,56511-4186,FALSE
I317,initiation,"{""PRADIOM2"": -1, ""LIG"": -1, ""PADIOM2"": 1, ""RLIGA"": 1}","{""PRADIOM2"": 1, ""LIG"": 1, ""PADIOM2"": 1, ""RLIGA"": 1}",gas,1*10**8.5,41860-4186,FALSE
I318,initiation,"{""RMGUAI"": -1, ""LIG"": -1, ""MGUAI"": 1, ""RLIGA"": 1}","{""RMGUAI"": 1, ""LIG"": 1, ""MGUAI"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I319,initiation,"{""OH"": -1, ""LIG"": -1, ""H2O"": 1, ""RLIGA"": 1}","{""OH"": 1, ""LIG"": 1, ""H2O"": 1, ""RLIGA"": 1}",gas,1*10**9.5,14651-4186,FALSE
I320,initiation,"{""RCH3O"": -1, ""LIG"": -1, ""CH3OH"": 1, ""RLIGA"": 1}","{""RCH3O"": 1, ""LIG"": 1, ""CH3OH"": 1, ""RLIGA"": 1}",gas,1*10**8.5,33069-4186,FALSE
I321,initiation,"{""RPHENOL"": -1, ""LIG"": -1, ""PHENOL"": 1, ""RLIGA"": 1}","{""RPHENOL"": 1, ""LIG"": 1, ""PHENOL"": 1, ""RLIGA"": 1}",gas,1*10**8.5,54418-4186,FALSE
I322,initiation,"{""RADIO"": -1, ""LIG"": -1, ""ADIO"": 1, ""RLIGA"": 1}","{""RADIO"": 1, ""LIG"": 1, ""ADIO"": 1, ""RLIGA"": 1}",gas,1*10**8,54418-4186,FALSE
I323,initiation,"{""RC3H5O2"": -1, ""LIG"": -1, ""C3H6O2"": 1, ""RLIGB"": 1}","{""RC3H5O2"": 1, ""LIG"": 1, ""C3H6O2"": 1, ""RLIGB"": 1}",gas,1*10**8,71162-4186,FALSE
I324,initiation,"{""PRFET3"": -1, ""LIG"": -1, ""PFET3"": 1, ""RLIGB"": 1}","{""PRFET3"": 1, ""LIG"": 1, ""PFET3"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
I325,initiation,"{""RC3H7O2"": -1, ""LIG"": -1, ""C3H8O2"": 1, ""RLIGB"": 1}","{""RC3H7O2"": 1, ""LIG"": 1, ""C3H8O2"": 1, ""RLIGB"": 1}",gas,1*10**8,62790-4186,FALSE
I326,initiation,"{""RADIOM2"": -1, ""LIG"": -1, ""ADIOM2"": 1, ""RLIGB"": 1}","{""RADIOM2"": 1, ""LIG"": 1, ""ADIOM2"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
I327,initiation,"{""PRFET3M2"": -1, ""LIG"": -1, ""PFET3M2"": 1, ""RLIGB"": 1}","{""PRFET3M2"": 1, ""LIG"": 1, ""PFET3M2"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
I328,initiation,"{""PRLIGH"": -1, ""LIG"": -1, ""PLIGH"": 1, ""RLIGB"": 1}","{""PRLIGH"": 1, ""LIG"": 1, ""PLIGH"": 1, ""RLIGB"": 1}",gas,1*10**8.5,41860-4186,FALSE
I329,initiation,"{""RLIGM2B"": -1, ""LIG"": -1, ""LIGM2"": 1, ""RLIGB"": 1}","{""RLIGM2B"": 1, ""LIG"": 1, ""LIGM2"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
I330,initiation,"{""RLIGM2A"": -1, ""LIG"": -1, ""LIGM2"": 1, ""RLIGB"": 1}","{""RLIGM2A"": 1, ""LIG"": 1, ""LIGM2"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
I331,initiation,"{""RCH3"": -1, ""LIG"": -1, ""CH4"": 1, ""RLIGB"": 1}","{""RCH3"": 1, ""LIG"": 1, ""CH4"": 1, ""RLIGB"": 1}",gas,1*10**8.5,48139-4186,FALSE
I332,initiation,"{""PRKETM2"": -1, ""LIG"": -1, ""PKETM2"": 1, ""RLIGB"": 1}","{""PRKETM2"": 1, ""LIG"": 1, ""PKETM2"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
I333,initiation,"{""RKET"": -1, ""LIG"": -1, ""KET"": 1, ""RLIGB"": 1}","{""RKET"": 1, ""LIG"": 1, ""KET"": 1, ""RLIGB"": 1}",gas,1*10**8.5,54418-4186,FALSE
I334,initiation,"{""PRADIO"": -1, ""LIG"": -1, ""PADIO"": 1, ""RLIGB"": 1}","{""PRADIO"": 1, ""LIG"": 1, ""PADIO"": 1, ""RLIGB"": 1}",gas,1*10**8,46046-4186,FALSE
I335,initiation,"{""RC3H3O"": -1, ""LIG"": -1, ""C3H4O"": 1, ""RLIGB"": 1}","{""RC3H3O"": 1, ""LIG"": 1, ""C3H4O"": 1, ""RLIGB"": 1}",gas,1*10**8,83720-4186,FALSE
I336,initiation,"{""RLIGB"": 1, ""LIG"": 1}","{""RLIGB"": 1, ""LIG"": 1}",gas,1*10**8,56511-4186,FALSE
I337,initiation,"{""RLIGA"": -1, ""LIG"": 1, ""RLIGB"": 1}","{""RLIGA"": 1, ""LIG"": 1, ""RLIGB"": 1}",gas,1*10**8,56511-4186,FALSE
I338,initiation,"{""PRADIOM2"": -1, ""LIG"": -1, ""PADIOM2"": 1, ""RLIGB"": 1}","{""PRADIOM2"": 1, ""LIG"": 1, ""PADIOM2"": 1, ""RLIGB"": 1}",gas,1*10**8.5,41860-4186,FALSE
I339,initiation,"{""RMGUAI"": -1, ""LIG"": -1, ""MGUAI"": 1, ""RLIGB"": 1}","{""RMGUAI"": 1, ""LIG"": 1, ""MGUAI"": 1, ""RLIGB"": 1}",gas,1*10**8,54418-4186,FALSE
I340,initiation,"{""OH"": -1, ""LIG"": -1, ""H2O"": 1, ""RLIGB"": 1}","{""OH"": 1, ""LIG"": 1, ""H2O"": 1, ""RLIGB"": 1}",gas,1*10**9.5,14651-4186,FALSE
I341,initiation,"{""RCH3O"": -1, ""LIG"": -1, ""CH3OH"": 1, ""RLIGB"": 1}","{""RCH3O"": 1, ""LIG"": 1, ""CH3OH"": 1, ""RLIGB"": 1}",gas,1*10**8.5,33069-4186,FALSE
