ReactionID,Type,Stoichiometry,Orders,Phase,A,Ea,Reversible
I1,initiation,"{""PLIGH"": -1, ""PRLIGH"": 1}","{""PLIGH"": 1, ""PRLIGH"": 0}",solid,1.00E+13,163254,False
I2,initiation,"{""LIGH"": -1, ""C3H6"": 1, ""OH"": 1, ""RLIGM2A"": 1}","{""LIGH"": 1, ""C3H6"": 0, ""OH"": 0, ""RLIGM2A"": 0}",gas,1.00E+13,163254,False
I3,initiation,"{""LIGM2"": -1, ""RphenoxM2"": 1, ""RADIOM2"": 1}","{""LIGM2"": 1, ""RphenoxM2"": 0, ""RADIOM2"": 0}",gas,1.00E+13,163254,False
I4,initiation,"{""PLIGM2"": -1, ""RphenoxM2"": 1, ""PRADIOM2"": 1}","{""PLIGM2"": 1, ""RphenoxM2"": 0, ""PRADIOM2"": 0}",gas,1.00E+13,163254,False
I5,initiation,"{""LIG"": -1, ""Rphenox"": 1, ""RADIO"": 1}","{""LIG"": 1, ""Rphenox"": 0, ""RADIO"": 0}",gas,1.00E+13,184184,False
I6,initiation,"{""PLIG"": -1, ""Rphenox"": 1, ""PRADIO"": 1}","{""PLIG"": 1, ""Rphenox"": 0, ""PRADIO"": 0}",gas,1.00E+13,188370,False
I7,initiation,"{""PADIOM2"": -1, ""PRADIOM2"": 1}","{""PADIOM2"": 1, ""PRADIOM2"": 0}",solid,1.00E+13,171626,False
I8,initiation,"{""PADIO"": -1, ""PRADIO"": 1}","{""PADIO"": 1, ""PRADIO"": 0}",solid,1.00E+13,179998,False
P9,propagation,"{""PKETM2"": -1, ""PRKETM2"": 1}","{""PKETM2"": 1, ""PRKETM2"": 0}",solid,1.00E+13,167440,False
P10,propagation,"{""PRKETM2"": -1, ""KETDM2"": 1, ""OH"": 1}","{""PRKETM2"": 1, ""KETDM2"": 0, ""OH"": 0}",solid,1.00E+13,121394,False
P11,propagation,"{""RphenoxM2"": -1, ""CO"": 1, ""C10H2M4"": 0, ""H2"": 0}","{""RphenoxM2"": 1, ""CO"": 0, ""C10H2M4"": 0, ""H2"": 0}",gas,4.00E+10,209300,False
P12,propagation,"{""Rphenox"": -1, ""CO"": 1, ""C10H2"": 0, ""H2"": 1}","{""Rphenox"": 1, ""CO"": 0, ""C10H2"": 0, ""H2"": 0}",gas,4.00E+10,209300,False
I13,initiation,"{""RLIGH"": -1, ""RLIGM2A"": 1, ""ALD3"": 1}","{""RLIGH"": 1, ""RLIGM2A"": 0, ""ALD3"": 0}",gas,1.00E+13,133952,False
I14,initiation,"{""PRLIGH2"": -1, ""PRLIGM2A"": 1, ""ALD3"": 1}","{""PRLIGH2"": 1, ""PRLIGM2A"": 0, ""ALD3"": 0}",solid,1.00E+13,133952,False
I15,initiation,"{""RADIOM2"": -1, ""RMGUAI"": 1, ""C3H6O2"": 1}","{""RADIOM2"": 1, ""RMGUAI"": 0, ""C3H6O2"": 0}",gas,1.00E+13,133952,False
I16,initiation,"{""RLIGM2A"": -1, ""KETM2"": 1, ""RphenoxM2"": 1}","{""RLIGM2A"": 1, ""KETM2"": 0, ""RphenoxM2"": 0}",gas,5.00E+12,133952,False
I17,initiation,"{""PRLIGM2A"": -1, ""PKETM2"": 1, ""RphenoxM2"": 1}","{""PRLIGM2A"": 1, ""PKETM2"": 0, ""RphenoxM2"": 0}",gas,5.00E+12,133952,False
I18,initiation,"{""RLIGM2B"": -1, ""RMGUAI"": 1, ""PFET3M2"": 1}","{""RLIGM2B"": 1, ""RMGUAI"": 0, ""PFET3M2"": 0}",gas,1.00E+13,163254,False
P19,propagation,"{""PRFET3M2"": -1, ""RphenoxM2"": 1, ""C3H4O2"": 1}","{""PRFET3M2"": 0, ""RphenoxM2"": 0, ""C3H4O2"": 0}",gas,1.00E+13,133952,False
I20,initiation,"{""RADIO"": -1, ""RPHENOL"": 1, ""C3H6O2"": 1}","{""RADIO"": 1, ""RPHENOL"": 0, ""C3H6O2"": 0}",gas,1.00E+13,163254,False
I21,initiation,"{""RLIGA"": -1, ""KET"": 1, ""Rphenox"": 1}","{""RLIGA"": 1, ""KET"": 0, ""Rphenox"": 0}",gas,1.00E+13,138138,False
I22,initiation,"{""RLIGB"": -1, ""RPHENOL"": 1, ""PFET3"": 1}","{""RLIGB"": 1, ""RPHENOL"": 0, ""PFET3"": 0}",gas,1.00E+13,163254,False
P23,propagation,"{""PRFET3"": -1, ""Rphenox"": 1, ""C3H4O2"": 1}","{""PRFET3"": 1, ""Rphenox"": 0, ""C3H4O2"": 0}",gas,1.00E+13,138138,False
I24,initiation,"{""RADIOM2"": -1, ""OH"": 1, ""SYNAPYL"": 1}","{""RADIOM2"": 1, ""OH"": 0, ""SYNAPYL"": 0}",gas,3.00E+11,104650,False
T25,termination,"{""RKETM2"": -1, ""OH"": 1, ""KETDM2"": 1}","{""RKETM2"": 1, ""OH"": 0, ""KETDM2"": 0}",gas,3.00E+11,104650,False
I26,initiation,"{""RADIO"": -1, ""OH"": 1, ""COUMARYL"": 1}","{""RADIO"": 1, ""OH"": 0, ""COUMARYL"": 0}",gas,3.00E+11,104650,False
T27,termination,"{""RKET"": -1, ""OH"": 1, ""KETD"": 1}","{""RKET"": 1, ""OH"": 0, ""KETD"": 0}",gas,3.00E+11,113022,False
U28,unknown,"{""RC3H7O2"": -1, ""RCH3O"": 1, ""CH3CHO"": 1}","{""RC3H7O2"": 1, ""RCH3O"": 0, ""CH3CHO"": 0}",gas,1.00E+13,129766,False
P29,propagation,"{""C10H2M4"": 0, ""RCH3O"": 1, ""Rphenox"": 1}","{""C10H2M4"": 1, ""RCH3O"": 0, ""Rphenox"": 0}",gas,1.00E+13,196742,False
P30,propagation,"{""C10H2M2"": -1, ""RCH3O"": 1, ""C10H2"": 0, ""Rphenox"": 1}","{""C10H2M2"": 1, ""RCH3O"": 0, ""C10H2"": 0, ""Rphenox"": 0}",gas,1.00E+13,196742,False
I31,initiation,"{""PLIGC"": -1, ""PLIG"": 1, ""CH2CO"": 1}","{""PLIGC"": 1, ""PLIG"": 0, ""CH2CO"": 0}",solid,1.00E+08,121394,False
I32,initiation,"{""PLIGO"": -1, ""PLIGM2"": 1, ""CO2"": 1}","{""PLIGO"": 1, ""PLIGM2"": 0, ""CO2"": 0}",solid,1.00E+09,108836,False
I33,initiation,"{""ADIOM2"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 0, ""PH2"": 1, ""PCOH"": 2, ""RC3H7O2"": 1}","{""ADIOM2"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOH"": 0, ""RC3H7O2"": 0}",gas,1.00E+09,121394,False
P34,propagation,"{""KETM2"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 0, ""PH2"": 1, ""PCOH"": 2, ""RC3H5O2"": 1}","{""KETM2"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOH"": 0, ""RC3H5O2"": 0}",gas,1.00E+09,121394,False
P35,propagation,"{""KETDM2"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 0, ""PH2"": 1, ""PCOH"": 2, ""RC3H3O"": 1}","{""KETDM2"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOH"": 0, ""RC3H3O"": 0}",gas,1.00E+09,121394,False
P36,propagation,"{""SYNAPYL"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOH"": 2, ""RC3H3O"": 1}","{""SYNAPYL"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOH"": 0, ""RC3H3O"": 0}",gas,1.00E+09,121394,False
I37,initiation,"{""ADIOM2"": -1, ""Rphenox"": -1, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H7O2"": 1}","{""ADIOM2"": 1, ""Rphenox"": 1, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""PCOH"": 0, ""RC3H7O2"": 0}",gas,1.00E+09,121394,False
P38,propagation,"{""KETM2"": -1, ""Rphenox"": -1, ""C10H2M4"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 2, ""PCOS"": 2, ""RC3H5O2"": 1}","{""KETM2"": 1, ""Rphenox"": 1, ""C10H2M4"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""RC3H5O2"": 0}",gas,1.00E+09,121394,False
P39,propagation,"{""KETDM2"": -1, ""Rphenox"": -1, ""C10H2M4"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 2, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}","{""KETDM2"": 1, ""Rphenox"": 1, ""C10H2M4"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""PCOH"": 0, ""RC3H3O"": 0}",gas,1.00E+09,121394,False
P40,propagation,"{""SYNAPYL"": -1, ""Rphenox"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 2, ""PCOH"": 1, ""PCOS"": 1, ""RC3H3O"": 1}","{""SYNAPYL"": 1, ""Rphenox"": 1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOH"": 0, ""PCOS"": 0, ""RC3H3O"": 0}",gas,1.00E+09,121394,False
I41,initiation,"{""ADIO"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 2, ""PCOS"": 2, ""RC3H7O2"": 1}","{""ADIO"": 1, ""Rphenox"": 1, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""RC3H7O2"": 0}",gas,1.00E+09,121394,False
P42,propagation,"{""KET"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 2, ""RC3H5O2"": 1, ""PH2"": 2}","{""KET"": 1, ""Rphenox"": 1, ""C10H2"": 0, ""H2"": 0, ""PCOS"": 0, ""RC3H5O2"": 0, ""PH2"": 0}",gas,1.00E+09,121394,False
P43,propagation,"{""KETD"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 2, ""RC3H3O"": 1, ""PH2"": 2}","{""KETD"": 1, ""Rphenox"": 1, ""C10H2"": 0, ""H2"": 0, ""PCOS"": 0, ""RC3H3O"": 0, ""PH2"": 0}",gas,1.00E+09,121394,False
P44,propagation,"{""COUMARYL"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 2, ""PCOS"": 2, ""RC3H3O"": 1, ""PH2"": 2}","{""COUMARYL"": 1, ""Rphenox"": 1, ""C10H2"": 0, ""H2"": 0, ""PCOS"": 0, ""RC3H3O"": 0, ""PH2"": 0}",gas,1.00E+09,121394,False
I45,initiation,"{""ADIO"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H7O2"": 1}","{""ADIO"": 1, ""RphenoxM2"": 1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""PCOH"": 0, ""RC3H7O2"": 0}",gas,1.00E+09,121394,False
P46,propagation,"{""KET"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H5O2"": 1}","{""KET"": 1, ""RphenoxM2"": 1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""PCOH"": 0, ""RC3H5O2"": 0}",gas,1.00E+09,121394,False
P47,propagation,"{""KETD"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}","{""KETD"": 1, ""RphenoxM2"": 1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""PCOH"": 0, ""RC3H3O"": 0}",gas,1.00E+09,121394,False
P48,propagation,"{""COUMARYL"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 2, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}","{""COUMARYL"": 1, ""RphenoxM2"": 1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 0, ""PCOS"": 0, ""PCOH"": 0, ""RC3H3O"": 0}",gas,1.00E+09,121394,False
P49,propagation,"{""C10H2M4"": 1, ""RphenoxM2"": -1, ""C10H2M2"": 0, ""RCH3O"": 1, ""H2"": 0, ""PCOH"": 1}","{""C10H2M4"": 1, ""RphenoxM2"": 1, ""C10H2M2"": 0, ""RCH3O"": 0, ""H2"": 0, ""PCOH"": 0}",gas,1.00E+09,115115,False
P50,propagation,"{""C10H2M2"": 0, ""RphenoxM2"": -1, ""C10H2"": 0, ""RCH3O"": 1, ""C10H2M4"": 0, ""H2"": 0, ""PCOH"": 1}","{""C10H2M2"": 1, ""RphenoxM2"": 1, ""C10H2"": 0, ""RCH3O"": 0, ""C10H2M4"": 0, ""H2"": 0, ""PCOH"": 0}",gas,1.00E+09,115115,False
P51,propagation,"{""C10H2M4"": 0, ""Rphenox"": -1, ""C10H2M2"": 0, ""RCH3O"": 1, ""C10H2"": 0, ""H2"": 1, ""PCOS"": 1}","{""C10H2M4"": 1, ""Rphenox"": 1, ""C10H2M2"": 0, ""RCH3O"": 0, ""C10H2"": 0, ""H2"": 0, ""PCOS"": 0}",gas,1.00E+09,117208,False
P52,propagation,"{""C10H2M2"": 0, ""Rphenox"": -1, ""RCH3O"": 1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 1}","{""C10H2M2"": 1, ""Rphenox"": 1, ""RCH3O"": 0, ""C10H2"": 0, ""H2"": 0, ""PCOS"": 0}",gas,1.00E+09,117208,False
P53,propagation,"{""RCH3O"": -1, ""Rphenox"": -1, ""RCH3"": 1, ""CO2"": 1, ""C10H2"": 0, ""H2"": 1}","{""RCH3O"": 1, ""Rphenox"": 1, ""RCH3"": 0, ""CO2"": 0, ""C10H2"": 0, ""H2"": 0}",gas,1.00E+08,54418,False
P54,propagation,"{""RCH3O"": -1, ""RphenoxM2"": -1, ""RCH3"": 1, ""CO2"": 1, ""C10H2M4"": 0, ""H2"": 0}","{""RCH3O"": 1, ""RphenoxM2"": 1, ""RCH3"": 0, ""CO2"": 0, ""C10H2M4"": 0, ""H2"": 0}",gas,1.00E+08,54418,False
P55,propagation,"{""RphenoxM2"": -1, ""RCH3"": -1, ""PCOH"": 1, ""C10H2M4"": 0, ""PH2"": 0, ""PCH3"": 1}","{""RphenoxM2"": 1, ""RCH3"": 1, ""PCOH"": 0, ""C10H2M4"": 0, ""PH2"": 0, ""PCH3"": 0}",gas,1.00E+08,48139,False
P56,propagation,"{""Rphenox"": -1, ""RCH3"": -1, ""PCOH"": 1, ""C10H2"": 0, ""PH2"": 1, ""PCH3"": 1}","{""Rphenox"": 1, ""RCH3"": 1, ""PCOH"": 0, ""C10H2"": 0, ""PH2"": 0, ""PCH3"": 0}",gas,1.00E+08,48139,False
T57,termination,"{""RCH3O"": -1, ""RCH3"": -1, ""ETOH"": 1}","{""RCH3O"": 1, ""RCH3"": 1, ""ETOH"": 0}",gas,1.00E+08,12558,False
U58,unknown,"{""RCH3O"": -2, ""CH3CHO"": 1, ""H2O"": 1}","{""RCH3O"": 1, ""CH3CHO"": 1, ""H2O"": 0}",gas,1.00E+08,12558,False
I59,initiation,"{""RCH3O"": -1, ""PRADIOM2"": -1, ""PCH2OH"": 1, ""PADIOM2"": 1}","{""RCH3O"": 1, ""PRADIOM2"": 1, ""PCH2OH"": 0, ""PADIOM2"": 0}",gas,1.00E+08,52325,False
P60,propagation,"{""RCH3O"": -1, ""PRKETM2"": -1, ""PCH2OH"": 1, ""PKETM2"": 1}","{""RCH3O"": 1, ""PRKETM2"": 1, ""PCH2OH"": 0, ""PKETM2"": 0}",gas,1.00E+08,52325,False
I61,initiation,"{""RADIOM2"": -2, ""PCH2OH"": 2, ""PCHP2"": 2, ""PCHOHP"": 2, ""PH2"": 2, ""C10H2M4"": 1, ""PCOH"": 2}","{""RADIOM2"": 1, ""PCH2OH"": 0, ""PCHP2"": 0, ""PCHOHP"": 0, ""PH2"": 0, ""C10H2M4"": 0, ""PCOH"": 0}",gas,3.16E+07,83720,False
I62,initiation,"{""RLIGM2B"": -2, ""CHAR"": 0, ""PCH2OH"": 2, ""PCHOHP"": 2, ""PH2"": 3, ""C10H2M4"": 2, ""PCOH"": 4}","{""RLIGM2B"": 1, ""CHAR"": 0, ""PCH2OH"": 0, ""PCHOHP"": 0, ""PH2"": 0, ""C10H2M4"": 0, ""PCOH"": 0}",gas,3.16E+07,83720,False
I63,initiation,"{""RLIGM2A"": -2, ""PCOHP2"": 2, ""H2O"": 2, ""PC2H2"": 2, ""PCOH"": 4, ""PH2"": 3, ""C10H2M4"": 2}","{""RLIGM2A"": 1, ""PCOHP2"": 0, ""H2O"": 0, ""PC2H2"": 0, ""PCOH"": 0, ""PH2"": 0, ""C10H2M4"": 0}",gas,3.16E+07,83720,False
I64,initiation,"{""RMGUAI"": -2, ""PH2"": 2, ""C10H2M4"": 1, ""PCOH"": 2}","{""RMGUAI"": 1, ""PH2"": 0, ""C10H2M4"": 0, ""PCOH"": 0}",gas,3.16E+07,83720,False
P65,propagation,"{""RKETM2"": -2, ""PCHP2"": 2, ""PCH2OH"": 2, ""PH2"": 2, ""C10H2M4"": 1, ""PCOH"": 4}","{""RKETM2"": 1, ""PCHP2"": 0, ""PCH2OH"": 0, ""PH2"": 0, ""C10H2M4"": 0, ""PCOH"": 0}",gas,3.16E+07,83720,False
P66,propagation,"{""PRFET3M2"": -1, ""PCOH"": 2, ""C10H2M4"": 1, ""PCHP2"": 2, ""PCHO"": 2, ""PCHOHP"": 2, ""PH2"": 1}","{""PRFET3M2"": 1, ""PCOH"": 0, ""C10H2M4"": 0, ""PCHP2"": 0, ""PCHO"": 0, ""PCHOHP"": 0, ""PH2"": 0}",solid,3.16E+07,83720,False
P67,propagation,"{""RC3H7O2"": -2, ""H2O"": 2, ""PC2H2"": 2, ""PCHOHP"": 2, ""PH2"": 1}","{""RC3H7O2"": 1, ""H2O"": 0, ""PC2H2"": 0, ""PCHOHP"": 0, ""PH2"": 0}",gas,1.00E+08,12558,False
P68,propagation,"{""RC3H5O2"": -2, ""H2O"": 2, ""PC2H2"": 2, ""PH2"": 1, ""PCOH"": 2}","{""RC3H5O2"": 1, ""H2O"": 0, ""PC2H2"": 0, ""PH2"": 0, ""PCOH"": 0}",gas,1.00E+08,12558,False
P69,propagation,"{""RC3H3O"": -2, ""PC2H2"": 2, ""PH2"": 1, ""PCOH"": 2}","{""RC3H3O"": 1, ""PC2H2"": 0, ""PH2"": 0, ""PCOH"": 0}",gas,1.00E+08,12558,False
U70,unknown,"{""OH"": -1, ""RCH3"": -1, ""CH3OH"": 1}","{""OH"": 1, ""RCH3"": 1, ""CH3OH"": 0}",gas,1.00E+08,12558,False
U71,unknown,"{""RCH3"": -2, ""C2H6"": 1}","{""RCH3"": 1, ""C2H6"": 0}",gas,1.00E+08,12558,False
I72,initiation,"{""RCH3"": -1, ""PRADIOM2"": -1, ""PCH3"": 1, ""PADIOM2"": 1}","{""RCH3"": 1, ""PRADIOM2"": 1, ""PCH3"": 0, ""PADIOM2"": 0}",gas,1.00E+08,48139,False
P73,propagation,"{""RCH3"": -1, ""PRKETM2"": -1, ""PCH3"": 1, ""PKETM2"": 1}","{""RCH3"": 1, ""PRKETM2"": 1, ""PCH3"": 0, ""PKETM2"": 0}",gas,1.00E+08,48139,False
I74,initiation,"{""Rphenox"": -1, ""RLIGB"": -1, ""PCOS"": 3, ""PCOHP2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""C10H2"": 1, ""PH2"": 3, ""H2"": 2}","{""Rphenox"": 1, ""RLIGB"": 1, ""PCOS"": 0, ""PCOHP2"": 0, ""H2O"": 0, ""PC2H2"": 0, ""C10H2"": 0, ""PH2"": 0, ""H2"": 0}",gas,3.16E+07,83720,False
I75,initiation,"{""RADIO"": -2, ""PCH2OH"": 2, ""PCHP2"": 2, ""PCHOHP"": 2, ""PCOS"": 1, ""PCOH"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 3}","{""RADIO"": 1, ""PCH2OH"": 0, ""PCHP2"": 0, ""PCHOHP"": 0, ""PCOS"": 0, ""PCOH"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0}",gas,3.16E+07,92092,False
I76,initiation,"{""RLIGB"": -1, ""PCOS"": 3, ""CHAR"": 0, ""PCH2OH"": 2, ""PCHOHP"": 2, ""C10H2"": 2, ""PH2"": 5, ""H2"": 2}","{""RLIGB"": 1, ""PCOS"": 0, ""CHAR"": 0, ""PCH2OH"": 0, ""PCHOHP"": 0, ""C10H2"": 0, ""PH2"": 0, ""H2"": 0}",gas,3.16E+07,83720,False
I77,initiation,"{""RLIGA"": -2, ""PCOHP2"": 2, ""H2O"": 2, ""PC2H2"": 2, ""C10H2"": 2, ""PCOS"": 4, ""PH2"": 5, ""H2"": 2}","{""RLIGA"": 1, ""PCOHP2"": 0, ""H2O"": 0, ""PC2H2"": 0, ""C10H2"": 0, ""PCOS"": 0, ""PH2"": 0, ""H2"": 0}",gas,3.16E+07,83720,False
P78,propagation,"{""RKET"": -2, ""PCOH"": 3, ""PCHP2"": 2, ""PCH2OH"": 2, ""PCOS"": 1, ""C10H2"": 1, ""H2"": 2, ""PH2"": 2}","{""RKET"": 1, ""PCOH"": 0, ""PCHP2"": 0, ""PCH2OH"": 0, ""PCOS"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0}",gas,3.16E+07,83720,False
P79,propagation,"{""PRFET3"": -1, ""PCHP2"": 2, ""PCHO"": 2, ""PCHOHP"": 2, ""PCOS"": 2, ""C10H2"": 1, ""H2"": 1, ""PH2"": 2}","{""PRFET3"": 1, ""PCHP2"": 0, ""PCHO"": 0, ""PCHOHP"": 0, ""PCOS"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0}",solid,3.16E+07,83720,False
I80,initiation,"{""RLIGH"": -1, ""PCOHP2"": 2, ""H2O"": 4, ""PC2H2"": 2, ""PCOH"": 4, ""C10H2M4"": 2, ""H2"": 1, ""PCH3"": 2, ""PCHP2"": 2, ""PCH2P"": 2}","{""RLIGH"": 1, ""PCOHP2"": 0, ""H2O"": 0, ""PC2H2"": 0, ""PCOH"": 0, ""C10H2M4"": 0, ""H2"": 0, ""PCH3"": 0, ""PCHP2"": 0, ""PCH2P"": 0}",gas,3.16E+07,83720,False
P81,propagation,"{""Rphenox"": -1, ""RPHENOL"": -1, ""PCOS"": 2, ""C10H2"": 1, ""H2"": 1, ""PH2"": 2}","{""Rphenox"": 1, ""RPHENOL"": 1, ""PCOS"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0}",gas,5.00E+07,83720,False
P82,propagation,"{""Rphenox"": -1, ""RC3H3O"": -1, ""PCOS"": 1, ""C10H2"": 0, ""H2"": 1, ""PH2"": 1, ""PC2H2"": 1, ""PCOH"": 1}","{""Rphenox"": 1, ""RC3H3O"": 1, ""PCOS"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 0, ""PC2H2"": 0, ""PCOH"": 0}",gas,1.00E+08,48139,False
P83,propagation,"{""Rphenox"": -1, ""CHAR"": 1, ""PCOS"": 1, ""C10H2"": 0, ""H2"": 1}","{""Rphenox"": 1, ""CHAR"": 0, ""PCOS"": 0, ""C10H2"": 0, ""H2"": 0}",gas,3.00E+07,104650,False
P84,propagation,"{""RphenoxM2"": -1, ""CHAR"": 1, ""PCOS"": 1, ""C10H2M4"": 0, ""H2"": 0}","{""RphenoxM2"": 1, ""CHAR"": 0, ""PCOS"": 0, ""C10H2M4"": 0, ""H2"": 0}",gas,3.00E+07,104650,False
I85,initiation,"{""ADIOM2"": -1, ""VADIOM2"": 1}","{""ADIOM2"": 1, ""VADIOM2"": 0}",solid,1,62790,False
T86,termination,"{""KETM2"": -1, ""VKETM2"": 1}","{""KETM2"": 1, ""VKETM2"": 0}",solid,1,62790,False
T87,termination,"{""KETDM2"": -1, ""VKETDM2"": 1}","{""KETDM2"": 1, ""VKETDM2"": 0}",solid,1,58604,False
P88,propagation,"{""SYNAPYL"": -1, ""VSYNAPYL"": 1}","{""SYNAPYL"": 1, ""VSYNAPYL"": 0}",solid,1,62790,False
I89,initiation,"{""MGUAI"": -1, ""VMGUAI"": 1}","{""MGUAI"": 1, ""VMGUAI"": 0}",solid,1,66976,False
U90,unknown,"{""COUMARYL"": -1, ""VCOUMARYL"": 1}","{""COUMARYL"": 1, ""VCOUMARYL"": 0}",solid,1,83720,False
I91,initiation,"{""ADIO"": -1, ""VADIO"": 1}","{""ADIO"": 1, ""VADIO"": 0}",solid,1,66976,False
T92,termination,"{""KET"": -1, ""VKET"": 1}","{""KET"": 1, ""VKET"": 0}",solid,1,66976,False
T93,termination,"{""KETD"": -1, ""VKETD"": 1}","{""KETD"": 1, ""VKETD"": 0}",solid,1,83720,False
P94,propagation,"{""PHENOL"": -1, ""VPHENOL"": 1}","{""PHENOL"": 1, ""VPHENOL"": 0}",solid,1,58604,False
P95,propagation,"{""PCOS"": -1, ""CO"": 1}","{""PCOS"": 1, ""CO"": 0}",solid,2.00E+08,209300,False
P96,propagation,"{""PCOH"": -1, ""CO"": 1}","{""PCOH"": 1, ""CO"": 0}",solid,1.00E+07,138138,False
P97,propagation,"{""PH2"": -1, ""H2"": 1}","{""PH2"": 1, ""H2"": 0}",solid,1.00E+10,209300,False
P98,propagation,"{""PC2H2"": -1, ""H2"": 1, ""CHAR"": 0}","{""PC2H2"": 1, ""H2"": 0, ""CHAR"": 0}",solid,5.00E+08,205114,False
P99,propagation,"{""PCH2OH"": -1, ""OH"": 1, ""PCH2P"": 1}","{""PCH2OH"": 1, ""OH"": 0, ""PCH2P"": 0}",solid,5.00E+08,100,False
P100,propagation,"{""PCHOHP"": -1, ""OH"": 1, ""PC2H2"": 0}","{""PCHOHP"": 1, ""OH"": 0, ""PC2H2"": 0}",solid,5.00E+08,100,False
P101,propagation,"{""PCOHP2"": -1, ""OH"": 1, ""CHAR"": 0}","{""PCOHP2"": 1, ""OH"": 0, ""CHAR"": 0}",solid,5.00E+08,100,False
P102,propagation,"{""PCH3"": -1, ""RCH3"": 1}","{""PCH3"": 1, ""RCH3"": 0}",gas,1.00E+13,125580,False
P103,propagation,"{""PCH2P"": -1, ""PCHP2"": 1, ""H2"": 0}","{""PCH2P"": 1, ""PCHP2"": 0, ""H2"": 0}",solid,5.00E+08,209300,False
P104,propagation,"{""PCHP2"": -1, ""CHAR"": 0, ""H2"": 0}","{""PCHP2"": 1, ""CHAR"": 0, ""H2"": 0}",solid,5.00E+08,209300,False
I105,initiation,"{""PLIGH"": -1, ""LIGH"": 1}","{""PLIGH"": 1, ""LIGH"": 0}",solid,1E13,154812,False
I106,initiation,"{""PLIGC"": -1, ""LIGC"": 1}","{""PLIGC"": 1, ""LIGC"": 0}",solid,1E13,168458,False
I107,initiation,"{""PLIGO"": -1, ""LIGO"": 1}","{""PLIGO"": 1, ""LIGO"": 0}",solid,1E13,154812,False
