ReactionID,Type,Stoichiometry,Orders,Phase,A,Ea,Reversible
I327,initiation,"{""PRFET3M2"": -1, ""LIG"": -1, ""PFET3M2"": 1, ""RLIGB"": 1}","{""PRFET3M2"": 1, ""LIG"": 1, ""PFET3M2"": 0, ""RLIGB"": 0}",gas,1*10**8,50232,False
I328,initiation,"{""PRLIGH"": -1, ""LIG"": -1, ""PLIGH"": 1, ""RLIGB"": 1}","{""PRLIGH"": 1, ""LIG"": 1, ""PLIGH"": 0, ""RLIGB"": 0}",gas,1*10**8.5,37674,False
I329,initiation,"{""RLIGM2B"": -1, ""LIG"": -1, ""LIGM2"": 1, ""RLIGB"": 1}","{""RLIGM2B"": 1, ""LIG"": 1, ""LIGM2"": 0, ""RLIGB"": 0}",gas,1*10**8,50232,False
I330,initiation,"{""RLIGM2A"": -1, ""LIG"": -1, ""LIGM2"": 1, ""RLIGB"": 1}","{""RLIGM2A"": 1, ""LIG"": 1, ""LIGM2"": 0, ""RLIGB"": 0}",gas,1*10**8,50232,False
I331,initiation,"{""RCH3"": -1, ""LIG"": -1, ""CH4"": 1, ""RLIGB"": 1}","{""RCH3"": 1, ""LIG"": 1, ""CH4"": 0, ""RLIGB"": 0}",gas,1*10**8.5,43953,False
I332,initiation,"{""PRKETM2"": -1, ""LIG"": -1, ""PKETM2"": 1, ""RLIGB"": 1}","{""PRKETM2"": 1, ""LIG"": 1, ""PKETM2"": 0, ""RLIGB"": 0}",gas,1*10**8,50232,False
I333,initiation,"{""RKET"": -1, ""LIG"": -1, ""KET"": 1, ""RLIGB"": 1}","{""RKET"": 1, ""LIG"": 1, ""KET"": 0, ""RLIGB"": 0}",gas,1*10**8.5,50232,False
I334,initiation,"{""PRADIO"": -1, ""LIG"": -1, ""PADIO"": 1, ""RLIGB"": 1}","{""PRADIO"": 1, ""LIG"": 1, ""PADIO"": 0, ""RLIGB"": 0}",gas,1*10**8,41860,False
I335,initiation,"{""RC3H3O"": -1, ""LIG"": -1, ""C3H4O"": 1, ""RLIGB"": 1}","{""RC3H3O"": 1, ""LIG"": 1, ""C3H4O"": 0, ""RLIGB"": 0}",gas,1*10**8,79534,False
I336,initiation,"{""RLIGB"": 1, ""LIG"": 1}","{""RLIGB"": 1, ""LIG"": 1}",gas,1*10**8,52325,False
I337,initiation,"{""RLIGA"": -1, ""LIG"": 1, ""RLIGB"": 1}","{""RLIGA"": 1, ""LIG"": 0, ""RLIGB"": 0}",gas,1*10**8,52325,False
I338,initiation,"{""PRADIOM2"": -1, ""LIG"": -1, ""PADIOM2"": 1, ""RLIGB"": 1}","{""PRADIOM2"": 1, ""LIG"": 1, ""PADIOM2"": 0, ""RLIGB"": 0}",gas,1*10**8.5,37674,False
I339,initiation,"{""RMGUAI"": -1, ""LIG"": -1, ""MGUAI"": 1, ""RLIGB"": 1}","{""RMGUAI"": 1, ""LIG"": 1, ""MGUAI"": 0, ""RLIGB"": 0}",gas,1*10**8,50232,False
I340,initiation,"{""OH"": -1, ""LIG"": -1, ""H2O"": 1, ""RLIGB"": 1}","{""OH"": 1, ""LIG"": 1, ""H2O"": 0, ""RLIGB"": 0}",gas,1*10**9.5,10465,False
I341,initiation,"{""RCH3O"": -1, ""LIG"": -1, ""CH3OH"": 1, ""RLIGB"": 1}","{""RCH3O"": 1, ""LIG"": 1, ""CH3OH"": 0, ""RLIGB"": 0}",gas,1*10**8.5,28883,False
I342,initiation,"{""RPHENOL"": -1, ""LIG"": -1, ""PHENOL"": 1, ""RLIGB"": 1}","{""RPHENOL"": 1, ""LIG"": 1, ""PHENOL"": 0, ""RLIGB"": 0}",gas,1*10**8.5,50232,False
I343,initiation,"{""RADIO"": -1, ""LIG"": -1, ""ADIO"": 1, ""RLIGB"": 1}","{""RADIO"": 1, ""LIG"": 1, ""ADIO"": 0, ""RLIGB"": 0}",gas,1*10**8,50232,False
P344,propagation,"{""RC3H5O2"": -1, ""PFET3"": -1, ""C3H6O2"": 1, ""PRFET3"": 1}","{""RC3H5O2"": 1, ""PFET3"": 1, ""C3H6O2"": 0, ""PRFET3"": 0}",gas,2*10**8,66976,False
P345,propagation,"{""PRFET3"": 1, ""PFET3"": 1}","{""PRFET3"": 1, ""PFET3"": 1}",solid,2*10**8,50232,False
P346,propagation,"{""RC3H7O2"": -1, ""PFET3"": -1, ""C3H8O2"": 1, ""PRFET3"": 1}","{""RC3H7O2"": 1, ""PFET3"": 1, ""C3H8O2"": 0, ""PRFET3"": 0}",gas,2*10**8,58604,False
I347,initiation,"{""RADIOM2"": -1, ""PFET3"": -1, ""ADIOM2"": 1, ""PRFET3"": 1}","{""RADIOM2"": 1, ""PFET3"": 1, ""ADIOM2"": 0, ""PRFET3"": 0}",gas,2*10**8,50232,False
P348,propagation,"{""PRFET3M2"": -1, ""PFET3"": -1, ""PFET3M2"": 1, ""PRFET3"": 1}","{""PRFET3M2"": 1, ""PFET3"": 1, ""PFET3M2"": 0, ""PRFET3"": 0}",solid,2*10**8,50232,False
I349,initiation,"{""PRLIGH"": -1, ""PFET3"": -1, ""PLIGH"": 1, ""PRFET3"": 1}","{""PRLIGH"": 1, ""PFET3"": 1, ""PLIGH"": 0, ""PRFET3"": 0}",solid,2*10**8.5,37674,False
I350,initiation,"{""RLIGM2B"": -1, ""PFET3"": -1, ""LIGM2"": 1, ""PRFET3"": 1}","{""RLIGM2B"": 1, ""PFET3"": 1, ""LIGM2"": 0, ""PRFET3"": 0}",gas,2*10**8,50232,False
I351,initiation,"{""RLIGM2A"": -1, ""PFET3"": -1, ""LIGM2"": 1, ""PRFET3"": 1}","{""RLIGM2A"": 1, ""PFET3"": 1, ""LIGM2"": 0, ""PRFET3"": 0}",gas,2*10**8,50232,False
P352,propagation,"{""RCH3"": -1, ""PFET3"": -1, ""CH4"": 1, ""PRFET3"": 1}","{""RCH3"": 1, ""PFET3"": 1, ""CH4"": 0, ""PRFET3"": 0}",gas,2*10**8.5,43953,False
P353,propagation,"{""PRKETM2"": -1, ""PFET3"": -1, ""PKETM2"": 1, ""PRFET3"": 1}","{""PRKETM2"": 1, ""PFET3"": 1, ""PKETM2"": 0, ""PRFET3"": 0}",solid,2*10**8,50232,False
P354,propagation,"{""RKET"": -1, ""PFET3"": -1, ""KET"": 1, ""PRFET3"": 1}","{""RKET"": 1, ""PFET3"": 1, ""KET"": 0, ""PRFET3"": 0}",gas,2*10**8.5,50232,False
I355,initiation,"{""PRADIO"": -1, ""PFET3"": -1, ""PADIO"": 1, ""PRFET3"": 1}","{""PRADIO"": 1, ""PFET3"": 1, ""PADIO"": 0, ""PRFET3"": 0}",solid,2*10**8,41860,False
P356,propagation,"{""RC3H3O"": -1, ""PFET3"": -1, ""C3H4O"": 1, ""PRFET3"": 1}","{""RC3H3O"": 1, ""PFET3"": 1, ""C3H4O"": 0, ""PRFET3"": 0}",gas,2*10**8,79534,False
I357,initiation,"{""RLIGB"": -1, ""PFET3"": -1, ""LIG"": 1, ""PRFET3"": 1}","{""RLIGB"": 1, ""PFET3"": 1, ""LIG"": 0, ""PRFET3"": 0}",gas,2*10**8,52325,False
I358,initiation,"{""RLIGA"": -1, ""PFET3"": -1, ""LIG"": 1, ""PRFET3"": 1}","{""RLIGA"": 1, ""PFET3"": 1, ""LIG"": 0, ""PRFET3"": 0}",gas,2*10**8,52325,False
I359,initiation,"{""PRADIOM2"": -1, ""PFET3"": -1, ""PADIOM2"": 1, ""PRFET3"": 1}","{""PRADIOM2"": 1, ""PFET3"": 1, ""PADIOM2"": 0, ""PRFET3"": 0}",solid,2*10**8.5,37674,False
I360,initiation,"{""RMGUAI"": -1, ""PFET3"": -1, ""MGUAI"": 1, ""PRFET3"": 1}","{""RMGUAI"": 1, ""PFET3"": 1, ""MGUAI"": 0, ""PRFET3"": 0}",gas,2*10**8,50232,False
P361,propagation,"{""OH"": -1, ""PFET3"": -1, ""H2O"": 1, ""PRFET3"": 1}","{""OH"": 1, ""PFET3"": 1, ""H2O"": 0, ""PRFET3"": 0}",solid,2*10**9.5,10465,False
P362,propagation,"{""RCH3O"": -1, ""PFET3"": -1, ""CH3OH"": 1, ""PRFET3"": 1}","{""RCH3O"": 1, ""PFET3"": 1, ""CH3OH"": 0, ""PRFET3"": 0}",gas,2*10**8.5,28883,False
P363,propagation,"{""RPHENOL"": -1, ""PFET3"": -1, ""PHENOL"": 1, ""PRFET3"": 1}","{""RPHENOL"": 1, ""PFET3"": 1, ""PHENOL"": 0, ""PRFET3"": 0}",gas,2*10**8.5,50232,False
I364,initiation,"{""RADIO"": -1, ""PFET3"": -1, ""ADIO"": 1, ""PRFET3"": 1}","{""RADIO"": 1, ""PFET3"": 1, ""ADIO"": 0, ""PRFET3"": 0}",gas,2*10**8,50232,False
I365,initiation,"{""RC3H5O2"": -1, ""ADIO"": -1, ""C3H6O2"": 1, ""RADIO"": 1}","{""RC3H5O2"": 1, ""ADIO"": 1, ""C3H6O2"": 0, ""RADIO"": 0}",gas,1*10**8,66976,False
I366,initiation,"{""PRFET3"": -1, ""ADIO"": -1, ""PFET3"": 1, ""RADIO"": 1}","{""PRFET3"": 1, ""ADIO"": 1, ""PFET3"": 0, ""RADIO"": 0}",gas,1*10**8,50232,False
I367,initiation,"{""RC3H7O2"": -1, ""ADIO"": -1, ""C3H8O2"": 1, ""RADIO"": 1}","{""RC3H7O2"": 1, ""ADIO"": 1, ""C3H8O2"": 0, ""RADIO"": 0}",gas,1*10**8,58604,False
I368,initiation,"{""RADIOM2"": -1, ""ADIO"": -1, ""ADIOM2"": 1, ""RADIO"": 1}","{""RADIOM2"": 1, ""ADIO"": 1, ""ADIOM2"": 0, ""RADIO"": 0}",gas,1*10**8,50232,False
I369,initiation,"{""PRFET3M2"": -1, ""ADIO"": -1, ""PFET3M2"": 1, ""RADIO"": 1}","{""PRFET3M2"": 1, ""ADIO"": 1, ""PFET3M2"": 0, ""RADIO"": 0}",gas,1*10**8,50232,False
I370,initiation,"{""PRLIGH"": -1, ""ADIO"": -1, ""PLIGH"": 1, ""RADIO"": 1}","{""PRLIGH"": 1, ""ADIO"": 1, ""PLIGH"": 0, ""RADIO"": 0}",gas,1*10**8.5,37674,False
I371,initiation,"{""RLIGM2B"": -1, ""ADIO"": -1, ""LIGM2"": 1, ""RADIO"": 1}","{""RLIGM2B"": 1, ""ADIO"": 1, ""LIGM2"": 0, ""RADIO"": 0}",gas,1*10**8,50232,False
I372,initiation,"{""RLIGM2A"": -1, ""ADIO"": -1, ""LIGM2"": 1, ""RADIO"": 1}","{""RLIGM2A"": 1, ""ADIO"": 1, ""LIGM2"": 0, ""RADIO"": 0}",gas,1*10**8,50232,False
I373,initiation,"{""RCH3"": -1, ""ADIO"": -1, ""CH4"": 1, ""RADIO"": 1}","{""RCH3"": 1, ""ADIO"": 1, ""CH4"": 0, ""RADIO"": 0}",gas,1*10**8.5,43953,False
I374,initiation,"{""PRKETM2"": -1, ""ADIO"": -1, ""PKETM2"": 1, ""RADIO"": 1}","{""PRKETM2"": 1, ""ADIO"": 1, ""PKETM2"": 0, ""RADIO"": 0}",gas,1*10**8,50232,False
I375,initiation,"{""RKET"": -1, ""ADIO"": -1, ""KET"": 1, ""RADIO"": 1}","{""RKET"": 1, ""ADIO"": 1, ""KET"": 0, ""RADIO"": 0}",gas,1*10**8.5,50232,False
I376,initiation,"{""PRADIO"": -1, ""ADIO"": -1, ""PADIO"": 1, ""RADIO"": 1}","{""PRADIO"": 1, ""ADIO"": 1, ""PADIO"": 0, ""RADIO"": 0}",gas,1*10**8,41860,False
I377,initiation,"{""RC3H3O"": -1, ""ADIO"": -1, ""C3H4O"": 1, ""RADIO"": 1}","{""RC3H3O"": 1, ""ADIO"": 1, ""C3H4O"": 0, ""RADIO"": 0}",gas,1*10**8,79534,False
I378,initiation,"{""RLIGB"": -1, ""ADIO"": -1, ""LIG"": 1, ""RADIO"": 1}","{""RLIGB"": 1, ""ADIO"": 1, ""LIG"": 0, ""RADIO"": 0}",gas,1*10**8,52325,False
I379,initiation,"{""RLIGA"": -1, ""ADIO"": -1, ""LIG"": 1, ""RADIO"": 1}","{""RLIGA"": 1, ""ADIO"": 1, ""LIG"": 0, ""RADIO"": 0}",gas,1*10**8,52325,False
I380,initiation,"{""PRADIOM2"": -1, ""ADIO"": -1, ""PADIOM2"": 1, ""RADIO"": 1}","{""PRADIOM2"": 1, ""ADIO"": 1, ""PADIOM2"": 0, ""RADIO"": 0}",gas,1*10**8.5,37674,False
I381,initiation,"{""RMGUAI"": -1, ""ADIO"": -1, ""MGUAI"": 1, ""RADIO"": 1}","{""RMGUAI"": 1, ""ADIO"": 1, ""MGUAI"": 0, ""RADIO"": 0}",gas,1*10**8,50232,False
I382,initiation,"{""OH"": -1, ""ADIO"": -1, ""H2O"": 1, ""RADIO"": 1}","{""OH"": 1, ""ADIO"": 1, ""H2O"": 0, ""RADIO"": 0}",gas,1*10**9.5,10465,False
I383,initiation,"{""RCH3O"": -1, ""ADIO"": -1, ""CH3OH"": 1, ""RADIO"": 1}","{""RCH3O"": 1, ""ADIO"": 1, ""CH3OH"": 0, ""RADIO"": 0}",gas,1*10**8.5,28883,False
I384,initiation,"{""RPHENOL"": -1, ""ADIO"": -1, ""PHENOL"": 1, ""RADIO"": 1}","{""RPHENOL"": 1, ""ADIO"": 1, ""PHENOL"": 0, ""RADIO"": 0}",gas,1*10**8.5,50232,False
I385,initiation,"{""RADIO"": 1, ""ADIO"": 1}","{""RADIO"": 1, ""ADIO"": 1}",gas,1*10**8,50232,False
T386,termination,"{""RC3H5O2"": -1, ""KET"": -1, ""C3H6O2"": 1, ""RKET"": 1}","{""RC3H5O2"": 1, ""KET"": 1, ""C3H6O2"": 0, ""RKET"": 0}",gas,1*10**8,66976,False
P387,propagation,"{""PRFET3"": -1, ""KET"": -1, ""PFET3"": 1, ""RKET"": 1}","{""PRFET3"": 1, ""KET"": 1, ""PFET3"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
T388,termination,"{""RC3H7O2"": -1, ""KET"": -1, ""C3H8O2"": 1, ""RKET"": 1}","{""RC3H7O2"": 1, ""KET"": 1, ""C3H8O2"": 0, ""RKET"": 0}",gas,1*10**8,58604,False
I389,initiation,"{""RADIOM2"": -1, ""KET"": -1, ""ADIOM2"": 1, ""RKET"": 1}","{""RADIOM2"": 1, ""KET"": 1, ""ADIOM2"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
P390,propagation,"{""PRFET3M2"": -1, ""KET"": -1, ""PFET3M2"": 1, ""RKET"": 1}","{""PRFET3M2"": 1, ""KET"": 1, ""PFET3M2"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
I391,initiation,"{""PRLIGH"": -1, ""KET"": -1, ""PLIGH"": 1, ""RKET"": 1}","{""PRLIGH"": 1, ""KET"": 1, ""PLIGH"": 0, ""RKET"": 0}",gas,1*10**8.5,37674,False
I392,initiation,"{""RLIGM2B"": -1, ""KET"": -1, ""LIGM2"": 1, ""RKET"": 1}","{""RLIGM2B"": 1, ""KET"": 1, ""LIGM2"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
I393,initiation,"{""RLIGM2A"": -1, ""KET"": -1, ""LIGM2"": 1, ""RKET"": 1}","{""RLIGM2A"": 1, ""KET"": 1, ""LIGM2"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
T394,termination,"{""RCH3"": -1, ""KET"": -1, ""CH4"": 1, ""RKET"": 1}","{""RCH3"": 1, ""KET"": 1, ""CH4"": 0, ""RKET"": 0}",gas,1*10**8.5,43953,False
P395,propagation,"{""PRKETM2"": -1, ""KET"": -1, ""PKETM2"": 1, ""RKET"": 1}","{""PRKETM2"": 1, ""KET"": 1, ""PKETM2"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
T396,termination,"{""RKET"": 1, ""KET"": 1}","{""RKET"": 1, ""KET"": 1}",gas,1*10**8.5,50232,False
I397,initiation,"{""PRADIO"": -1, ""KET"": -1, ""PADIO"": 1, ""RKET"": 1}","{""PRADIO"": 1, ""KET"": 1, ""PADIO"": 0, ""RKET"": 0}",gas,1*10**8,41860,False
T398,termination,"{""RC3H3O"": -1, ""KET"": -1, ""C3H4O"": 1, ""RKET"": 1}","{""RC3H3O"": 1, ""KET"": 1, ""C3H4O"": 0, ""RKET"": 0}",gas,1*10**8,79534,False
I399,initiation,"{""RLIGB"": -1, ""KET"": -1, ""LIG"": 1, ""RKET"": 1}","{""RLIGB"": 1, ""KET"": 1, ""LIG"": 0, ""RKET"": 0}",gas,1*10**8,52325,False
I400,initiation,"{""RLIGA"": -1, ""KET"": -1, ""LIG"": 1, ""RKET"": 1}","{""RLIGA"": 1, ""KET"": 1, ""LIG"": 0, ""RKET"": 0}",gas,1*10**8,52325,False
I401,initiation,"{""PRADIOM2"": -1, ""KET"": -1, ""PADIOM2"": 1, ""RKET"": 1}","{""PRADIOM2"": 1, ""KET"": 1, ""PADIOM2"": 0, ""RKET"": 0}",gas,1*10**8.5,37674,False
I402,initiation,"{""RMGUAI"": -1, ""KET"": -1, ""MGUAI"": 1, ""RKET"": 1}","{""RMGUAI"": 1, ""KET"": 1, ""MGUAI"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
T403,termination,"{""OH"": -1, ""KET"": -1, ""H2O"": 1, ""RKET"": 1}","{""OH"": 1, ""KET"": 1, ""H2O"": 0, ""RKET"": 0}",gas,1*10**9.5,10465,False
T404,termination,"{""RCH3O"": -1, ""KET"": -1, ""CH3OH"": 1, ""RKET"": 1}","{""RCH3O"": 1, ""KET"": 1, ""CH3OH"": 0, ""RKET"": 0}",gas,1*10**8.5,28883,False
P405,propagation,"{""RPHENOL"": -1, ""KET"": -1, ""PHENOL"": 1, ""RKET"": 1}","{""RPHENOL"": 1, ""KET"": 1, ""PHENOL"": 0, ""RKET"": 0}",gas,1*10**8.5,50232,False
I406,initiation,"{""RADIO"": -1, ""KET"": -1, ""ADIO"": 1, ""RKET"": 1}","{""RADIO"": 1, ""KET"": 1, ""ADIO"": 0, ""RKET"": 0}",gas,1*10**8,50232,False
